Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size
CW80905,Nevada,9212.613275,No,Basic,High School or Below,2/18/11,Employed,M,70958,Rural,Married,115,1,57,0,7,Personal Auto,Personal L2,Offer1,Agent,115.400119,Sports Car,Medsize
YB96664,Washington,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Corporate Auto,Corporate L3,Offer2,Branch,467.803638,Two-Door Car,Medsize
OL39995,Oregon,6707.994148,No,Basic,Bachelor,2/25/11,Unemployed,M,0,Suburban,Divorced,65,1,30,0,2,Personal Auto,Personal L2,Offer4,Agent,360.480689,Four-Door Car,Medsize
IS12901,Arizona,5968.118877,No,Basic,Bachelor,1/27/11,Employed,F,90972,Urban,Married,74,3,47,0,8,Personal Auto,Personal L3,Offer2,Call Center,232.926145,Two-Door Car,Medsize
BK61065,California,5479.555081,Yes,Basic,Master,1/13/11,Employed,M,56005,Suburban,Married,68,31,30,1,3,Personal Auto,Personal L2,Offer1,Branch,326.4,Four-Door Car,Small
JL52508,Oregon,5073.282126,Yes,Extended,Doctor,1/30/11,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600.0,SUV,Medsize
WO39817,Oregon,2493.591571,No,Basic,High School or Below,1/2/2011,Employed,M,37043,Rural,Divorced,68,25,89,3,1,Personal Auto,Personal L2,Offer4,Branch,30.984936,Two-Door Car,Medsize
QT89604,Arizona,4961.405917,No,Basic,High School or Below,1/22/11,Employed,F,55702,Rural,Married,61,13,55,0,6,Personal Auto,Personal L3,Offer1,Agent,151.13336,Four-Door Car,Medsize
HJ79774,Oregon,2764.802284,No,Basic,College,2/19/11,Employed,F,31591,Urban,Married,72,17,65,4,1,Corporate Auto,Corporate L1,Offer3,Branch,240.241499,Four-Door Car,Medsize
RA43827,Oregon,8628.303301,No,Basic,High School or Below,1/13/11,Unemployed,F,0,Suburban,Single,117,11,63,0,5,Special Auto,Special L2,Offer2,Branch,842.4,SUV,Medsize
KN20603,Oregon,7713.494046,No,Basic,Bachelor,2/20/11,Employed,M,45506,Suburban,Single,66,16,32,2,2,Personal Auto,Personal L3,Offer1,Agent,316.8,Four-Door Car,Medsize
OJ65428,Nevada,3842.028065,No,Premium,College,1/19/11,Disabled,M,27906,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize
HB64268,Washington,2813.692575,No,Basic,Bachelor,3/2/2011,Employed,M,43836,Rural,Single,73,12,44,0,1,Personal Auto,Personal L1,Offer1,Agent,138.130879,Four-Door Car,Medsize
SF46129,California,8986.610653,No,Premium,High School or Below,1/26/11,Employed,M,66267,Suburban,Married,111,23,95,0,3,Personal Auto,Personal L2,Offer3,Web,1093.708851,Four-Door Car,Small
GY99495,Oregon,6172.392406,No,Extended,Master,2/14/11,Unemployed,M,0,Suburban,Divorced,84,6,93,0,7,Corporate Auto,Corporate L3,Offer1,Web,403.2,Four-Door Car,Medsize
EM16179,Arizona,8274.145703,No,Basic,College,6/1/2011,Employed,F,69011,Suburban,Single,70,3,52,0,2,Personal Auto,Personal L3,Offer1,Call Center,336.0,Four-Door Car,Medsize
KQ38375,California,9902.392683,No,Extended,Bachelor,10/2/2011,Unemployed,F,0,Suburban,Married,133,4,58,0,8,Personal Auto,Personal L2,Offer1,Call Center,945.169882,SUV,Medsize
RE46032,Nevada,43290.49543,No,Extended,College,1/29/11,Medical Leave,M,23203,Suburban,Single,132,21,71,0,2,Personal Auto,Personal L3,Offer1,Agent,1158.79311,SUV,Medsize
KM72781,Washington,9470.624437,No,Extended,College,2/14/11,Employed,F,22514,Urban,Married,80,22,96,0,2,Personal Auto,Personal L3,Offer2,Call Center,203.469143,Four-Door Car,Medsize
TH72397,California,6279.816729,No,Extended,Bachelor,2/21/11,Employed,M,50562,Suburban,Married,79,19,34,0,9,Personal Auto,Personal L2,Offer2,Call Center,545.013504,Four-Door Car,Medsize
OB69153,California,2582.185301,No,Basic,Bachelor,1/23/11,Employed,M,68074,Rural,Married,65,12,62,0,1,Personal Auto,Personal L1,Offer4,Branch,27.987867,Four-Door Car,Medsize
SE21603,California,2469.088506,No,Basic,Bachelor,1/23/11,Unemployed,M,0,Suburban,Single,71,10,20,0,1,Corporate Auto,Corporate L3,Offer1,Branch,484.87847,Four-Door Car,Medsize
NI49607,Oregon,4395.885525,No,Basic,College,1/13/11,Employed,F,28719,Suburban,Married,110,0,17,0,1,Personal Auto,Personal L3,Offer2,Branch,792.0,SUV,Medsize
SM16060,Arizona,4811.740943,No,Basic,College,2/15/11,Unemployed,F,0,Suburban,Single,68,34,37,0,6,Personal Auto,Personal L2,Offer1,Web,619.07199,Two-Door Car,Small
DS81757,Oregon,2470.121222,No,Basic,College,9/1/2011,Unemployed,M,0,Suburban,Single,74,7,20,0,1,Personal Auto,Personal L1,Offer4,Web,721.242206,Two-Door Car,Large
ZZ77357,Nevada,4468.2209,No,Basic,High School or Below,9/1/2011,Unemployed,M,0,Suburban,Single,65,16,61,0,9,Corporate Auto,Corporate L2,Offer1,Agent,468.0,Two-Door Car,Medsize
VW65573,California,7630.346461,No,Basic,High School or Below,11/1/2011,Unemployed,M,0,Suburban,Single,111,21,20,0,8,Special Auto,Special L3,Offer1,Agent,799.2,SUV,Large
PG93638,Oregon,5761.11121,No,Basic,College,1/22/11,Employed,M,28919,Urban,Married,73,11,76,0,5,Personal Auto,Personal L1,Offer3,Call Center,207.828024,Two-Door Car,Medsize
XB61209,Arizona,3508.92537,No,Extended,College,6/1/2011,Unemployed,F,0,Suburban,Single,97,19,18,0,1,Personal Auto,Personal L3,Offer1,Agent,698.4,Four-Door Car,Small
UO93347,California,3755.260251,No,Extended,High School or Below,2/24/11,Employed,M,34624,Urban,Married,95,28,66,0,1,Personal Auto,Personal L3,Offer2,Call Center,270.370335,Four-Door Car,Medsize
JW24035,Oregon,6852.001946,No,Basic,College,1/13/11,Unemployed,M,0,Suburban,Single,69,7,45,1,2,Personal Auto,Personal L2,Offer2,Branch,406.999443,Four-Door Car,Medsize
OZ97704,California,13117.52215,No,Basic,High School or Below,7/2/2011,Employed,F,84311,Suburban,Single,111,11,98,4,2,Personal Auto,Personal L3,Offer3,Call Center,532.8,SUV,Small
YH43527,Oregon,3605.860265,No,Extended,College,7/1/2011,Employed,F,21585,Suburban,Married,92,35,61,0,1,Corporate Auto,Corporate L2,Offer4,Agent,441.6,Four-Door Car,Medsize
TP15362,Oregon,3591.996064,No,Extended,College,5/2/2011,Employed,M,28013,Suburban,Divorced,91,16,13,0,1,Personal Auto,Personal L1,Offer2,Branch,655.2,Four-Door Car,Medsize
RH71877,Arizona,4770.550911,Yes,Basic,College,1/2/2011,Medical Leave,F,12964,Suburban,Single,65,2,37,0,4,Personal Auto,Personal L3,Offer1,Web,362.774545,Two-Door Car,Medsize
RM87465,Arizona,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
KW33804,Nevada,8090.884414,No,Basic,High School or Below,3/1/2011,Employed,M,86180,Rural,Divorced,69,11,43,4,2,Personal Auto,Personal L1,Offer4,Branch,48.051339,Four-Door Car,Large
UW20734,California,3590.693623,No,Extended,College,9/1/2011,Employed,F,82918,Rural,Married,89,28,50,0,1,Personal Auto,Personal L2,Offer2,Branch,29.828668,Two-Door Car,Small
ZO43755,Oregon,8368.875358,No,Basic,Master,11/2/2011,Disabled,F,23879,Suburban,Married,107,13,57,0,3,Corporate Auto,Corporate L3,Offer1,Branch,635.64283,SUV,Medsize
GT37101,Oregon,5284.312599,No,Basic,High School or Below,2/27/11,Employed,F,37640,Urban,Divorced,67,25,74,0,4,Personal Auto,Personal L2,Offer1,Call Center,174.046849,Two-Door Car,Medsize
ZJ90079,Arizona,5525.470004,No,Basic,College,1/2/2011,Employed,F,64816,Suburban,Married,69,30,33,0,7,Corporate Auto,Corporate L2,Offer3,Agent,331.2,Four-Door Car,Small
IE36279,California,2844.849804,No,Basic,Bachelor,6/2/2011,Employed,M,80306,Suburban,Divorced,71,11,12,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,340.8,Two-Door Car,Medsize
QG67362,California,27287.50099,No,Basic,Bachelor,10/2/2011,Unemployed,F,0,Suburban,Single,116,12,76,1,2,Personal Auto,Personal L3,Offer1,Agent,835.2,SUV,Small
QS23134,Arizona,12504.49422,No,Premium,College,1/22/11,Employed,M,33746,Suburban,Married,106,29,23,0,2,Personal Auto,Personal L2,Offer2,Call Center,508.8,Two-Door Car,Medsize
AM28777,Oregon,2707.429536,No,Basic,College,4/1/2011,Employed,F,51455,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Offer2,Agent,11.046789,Four-Door Car,Medsize
IQ63581,California,5066.827444,No,Basic,Master,2/21/11,Employed,F,40215,Rural,Divorced,64,11,22,0,3,Personal Auto,Personal L2,Offer3,Branch,98.480884,Four-Door Car,Medsize
KM65135,Oregon,4763.327142,No,Basic,College,2/28/11,Disabled,M,14957,Suburban,Single,66,24,68,0,8,Corporate Auto,Corporate L3,Offer1,Branch,316.8,Four-Door Car,Small
TJ82551,Nevada,4063.331688,No,Premium,Bachelor,1/25/11,Employed,F,46928,Suburban,Married,102,31,15,1,1,Personal Auto,Personal L1,Offer4,Web,631.402071,Four-Door Car,Medsize
HZ47488,California,2860.747385,No,Basic,Doctor,2/18/11,Employed,M,27907,Suburban,Divorced,74,3,38,1,1,Personal Auto,Personal L2,Offer3,Call Center,406.439436,Four-Door Car,Medsize
QH19450,California,2558.178159,No,Basic,High School or Below,7/1/2011,Unemployed,F,0,Suburban,Single,72,7,77,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,345.6,Four-Door Car,Small
AY35539,Oregon,2530.705137,Yes,Basic,Bachelor,1/21/11,Employed,F,89451,Rural,Single,63,11,2,0,1,Personal Auto,Personal L2,Offer2,Web,61.769564,Four-Door Car,Medsize
TO29918,California,3833.066768,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Divorced,116,34,82,2,1,Personal Auto,Personal L2,Offer1,Agent,1397.954723,Sports Car,Medsize
DX91392,California,5780.182197,Yes,Basic,High School or Below,2/26/11,Employed,M,51066,Suburban,Single,74,23,0,0,8,Personal Auto,Personal L2,Offer2,Call Center,787.993313,Four-Door Car,Medsize
EL81968,Oregon,7661.388132,No,Extended,Bachelor,2/15/11,Employed,M,66726,Urban,Married,97,3,60,1,7,Personal Auto,Personal L2,Offer2,Call Center,335.840529,Two-Door Car,Medsize
RA87395,California,8356.181097,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Rural,Married,118,25,29,0,7,Personal Auto,Personal L3,Offer1,Agent,153.176419,SUV,Medsize
YE46109,Arizona,10839.50749,No,Extended,College,9/1/2011,Medical Leave,F,26367,Rural,Married,139,7,26,0,3,Personal Auto,Personal L2,Offer1,Branch,105.991559,SUV,Small
ZX85480,Washington,7995.441263,No,Basic,High School or Below,2/1/2011,Employed,F,66685,Rural,Married,67,35,50,2,2,Personal Auto,Personal L2,Offer2,Call Center,38.763897,Two-Door Car,Large
LO84523,Oregon,6503.143913,No,Basic,High School or Below,4/2/2011,Unemployed,M,0,Suburban,Single,187,6,12,0,1,Personal Auto,Personal L2,Offer2,Web,1588.682955,Luxury Car,Medsize
BA92673,Oregon,6961.945557,No,Basic,High School or Below,5/2/2011,Unemployed,F,0,Rural,Married,63,17,24,0,2,Personal Auto,Personal L2,Offer2,Web,40.622304,Four-Door Car,Large
KF98735,California,3673.990748,No,Extended,Bachelor,1/31/11,Employed,M,41185,Urban,Married,99,20,6,4,1,Special Auto,Special L3,Offer2,Agent,363.613596,Four-Door Car,Medsize
AZ62651,Oregon,9951.707743,No,Premium,High School or Below,2/17/11,Employed,M,56855,Suburban,Single,255,12,1,0,1,Corporate Auto,Corporate L3,Offer4,Web,1836.0,Luxury SUV,Medsize
JH58282,California,7200.664877,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Medsize
KL27677,Nevada,10793.75704,No,Extended,College,1/30/11,Employed,F,24195,Urban,Married,90,32,70,0,2,Personal Auto,Personal L3,Offer1,Branch,360.269404,Two-Door Car,Large
JO68735,California,2292.791874,No,Basic,Bachelor,6/2/2011,Unemployed,F,0,Suburban,Single,64,18,30,0,1,Personal Auto,Personal L3,Offer1,Branch,460.8,Two-Door Car,Medsize
YZ60434,Oregon,5380.091626,No,Basic,Master,2/28/11,Unemployed,M,0,Rural,Divorced,74,19,41,0,8,Personal Auto,Personal L2,Offer1,Web,59.026302,Four-Door Car,Medsize
BV36386,California,4282.947971,Yes,Basic,College,2/26/11,Employed,F,40864,Rural,Married,109,16,70,1,1,Personal Auto,Personal L3,Offer1,Agent,166.937747,SUV,Medsize
UQ30615,California,7582.113842,Yes,Basic,College,3/2/2011,Employed,M,64801,Urban,Married,64,23,19,0,2,Corporate Auto,Corporate L3,Offer2,Web,268.471802,Four-Door Car,Medsize
BD35524,California,2640.488905,No,Basic,Bachelor,2/21/11,Disabled,M,15776,Suburban,Married,69,20,59,0,1,Personal Auto,Personal L2,Offer2,Call Center,337.596914,Two-Door Car,Medsize
QH46481,Washington,7700.619936,No,Basic,High School or Below,1/26/11,Unemployed,F,0,Suburban,Single,73,18,16,1,2,Corporate Auto,Corporate L1,Offer1,Branch,792.868448,Four-Door Car,Medsize
NZ57264,California,7486.088015,No,Basic,Bachelor,1/26/11,Unemployed,M,0,Suburban,Single,113,33,18,0,4,Personal Auto,Personal L3,Offer4,Call Center,813.6,SUV,Medsize
ND42562,California,8991.124186,No,Extended,High School or Below,1/25/11,Unemployed,M,0,Suburban,Single,127,29,25,0,4,Personal Auto,Personal L3,Offer2,Call Center,1176.285998,Sports Car,Large
YC53575,Oregon,8509.453945,No,Extended,High School or Below,1/24/11,Unemployed,M,0,Suburban,Single,82,15,20,0,2,Personal Auto,Personal L2,Offer2,Branch,590.4,Four-Door Car,Medsize
OD69005,Arizona,10481.94383,No,Extended,High School or Below,1/28/11,Employed,F,39102,Rural,Married,88,11,98,0,2,Personal Auto,Personal L3,Offer3,Agent,152.338562,Four-Door Car,Medsize
QZ71100,California,19237.69976,No,Basic,Bachelor,2/17/11,Unemployed,M,0,Suburban,Single,196,31,78,0,2,Corporate Auto,Corporate L1,Offer2,Call Center,2092.523421,Luxury Car,Medsize
WM39308,Nevada,15777.88702,No,Basic,High School or Below,3/1/2011,Employed,F,98713,Urban,Married,65,3,91,0,2,Personal Auto,Personal L2,Offer2,Call Center,289.894293,Two-Door Car,Medsize
XN34686,Oregon,5640.021911,No,Basic,High School or Below,1/25/11,Employed,M,41396,Suburban,Married,70,7,7,0,3,Special Auto,Special L2,Offer2,Branch,336.0,Four-Door Car,Medsize
PJ59176,California,8754.233404,No,Basic,High School or Below,6/2/2011,Employed,M,51209,Rural,Married,109,35,3,0,6,Personal Auto,Personal L3,Offer1,Call Center,39.49793,SUV,Medsize
HU89665,Oregon,12128.36511,No,Basic,College,2/25/11,Employed,F,20495,Suburban,Married,61,7,36,0,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Medsize
KI45566,Nevada,7331.508054,No,Basic,College,1/29/11,Unemployed,M,0,Rural,Married,100,1,25,0,4,Personal Auto,Personal L2,Offer1,Branch,61.580247,Sports Car,Small
QJ62033,Arizona,2415.063816,No,Basic,High School or Below,6/2/2011,Unemployed,M,0,Suburban,Single,71,20,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,511.2,Four-Door Car,Medsize
LN10007,Oregon,13369.44267,No,Basic,College,9/2/2011,Employed,F,50800,Suburban,Married,112,1,45,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,621.218119,Sports Car,Medsize
UQ67668,Nevada,5639.941974,Yes,Basic,High School or Below,10/1/2011,Employed,M,73168,Suburban,Married,70,21,50,0,3,Personal Auto,Personal L3,Offer2,Agent,425.800112,Four-Door Car,Medsize
MT39460,California,2472.227293,No,Basic,Master,2/19/11,Employed,M,76441,Urban,Single,62,22,61,0,1,Personal Auto,Personal L2,Offer2,Branch,294.258612,Four-Door Car,Medsize
KP22549,Oregon,3155.911309,No,Extended,Bachelor,6/2/2011,Employed,M,58213,Rural,Married,79,22,50,0,1,Personal Auto,Personal L3,Offer1,Agent,39.714767,Four-Door Car,Medsize
SE33381,Arizona,4531.675269,No,Extended,Bachelor,4/2/2011,Unemployed,F,0,Suburban,Single,126,19,39,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,907.2,SUV,Medsize
MX97096,Nevada,2656.522604,No,Extended,College,2/18/11,Unemployed,F,0,Suburban,Single,78,23,93,1,1,Personal Auto,Personal L2,Offer1,Branch,374.4,Four-Door Car,Medsize
IH62666,California,7356.383518,No,Basic,Bachelor,1/27/11,Employed,F,33089,Suburban,Married,61,10,61,0,2,Personal Auto,Personal L1,Offer1,Web,292.8,Four-Door Car,Small
QP84605,Washington,8709.845263,No,Premium,Bachelor,3/2/2011,Employed,F,41546,Rural,Divorced,111,4,47,0,3,Corporate Auto,Corporate L1,Offer1,Call Center,121.306839,Four-Door Car,Medsize
JN10602,California,8201.330033,No,Basic,Master,12/2/2011,Employed,F,81785,Suburban,Divorced,67,12,44,0,2,Personal Auto,Personal L2,Offer1,Agent,321.6,Four-Door Car,Large
KV99550,California,6514.954043,No,Basic,High School or Below,2/14/11,Unemployed,M,0,Suburban,Married,61,12,75,1,2,Personal Auto,Personal L3,Offer2,Agent,292.8,Four-Door Car,Small
KR10942,Oregon,2651.615963,No,Basic,Bachelor,1/21/11,Employed,F,33201,Urban,Married,66,9,56,0,1,Personal Auto,Personal L3,Offer4,Branch,314.044227,Two-Door Car,Medsize
UF88512,California,7442.570447,No,Extended,Bachelor,1/17/11,Employed,M,57517,Suburban,Single,96,14,61,0,8,Corporate Auto,Corporate L3,Offer2,Web,460.8,Four-Door Car,Medsize
GB66110,California,4422.409799,No,Basic,Bachelor,2/13/11,Unemployed,M,0,Suburban,Single,62,10,97,0,3,Personal Auto,Personal L1,Offer1,Branch,722.432062,Two-Door Car,Small
HV69023,California,8281.740124,No,Basic,High School or Below,5/1/2011,Medical Leave,F,19189,Suburban,Married,108,21,9,0,3,Personal Auto,Personal L2,Offer2,Web,518.4,SUV,Large
JX93039,Washington,4883.335068,No,Extended,College,2/14/11,Employed,F,40171,Urban,Married,123,13,23,0,1,Personal Auto,Personal L1,Offer2,Call Center,576.880144,SUV,Medsize
ER49844,Arizona,5041.447024,No,Basic,College,1/19/11,Employed,M,61972,Rural,Married,64,2,52,2,5,Personal Auto,Personal L1,Offer4,Call Center,138.961963,Four-Door Car,Medsize
UU99893,Arizona,7689.700105,No,Extended,Master,4/2/2011,Employed,F,42677,Suburban,Divorced,96,5,20,0,3,Personal Auto,Personal L3,Offer1,Branch,1084.95655,Four-Door Car,Small
LI81655,California,6638.122296,No,Premium,Master,2/26/11,Employed,M,21586,Suburban,Married,167,31,44,1,1,Personal Auto,Personal L2,Offer4,Agent,801.6,Sports Car,Medsize
MB19556,California,5067.208338,No,Extended,College,1/20/11,Employed,F,29095,Suburban,Married,127,2,80,0,1,Personal Auto,Personal L2,Offer4,Agent,664.280864,SUV,Medsize
NC47038,Arizona,8788.532018,No,Basic,High School or Below,10/1/2011,Employed,M,91171,Suburban,Married,110,3,64,0,8,Personal Auto,Personal L2,Offer2,Agent,771.39748,SUV,Medsize
UQ82778,Oregon,4540.9925,No,Basic,High School or Below,2/14/11,Unemployed,F,0,Suburban,Divorced,61,14,4,0,3,Personal Auto,Personal L1,Offer2,Agent,486.121464,Two-Door Car,Medsize
DY17416,Oregon,6031.518652,No,Extended,College,7/2/2011,Employed,M,49539,Urban,Single,79,15,83,0,5,Personal Auto,Personal L3,Offer2,Agent,286.938064,Two-Door Car,Medsize
LL56632,Oregon,8679.79601,No,Basic,High School or Below,2/25/11,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize
QN36109,Nevada,4554.557242,No,Basic,Master,8/2/2011,Employed,F,85140,Rural,Single,118,7,11,4,1,Personal Auto,Personal L3,Offer1,Branch,88.17994,SUV,Medsize
PE59735,Oregon,22952.06778,No,Extended,High School or Below,2/15/11,Disabled,F,20031,Rural,Married,86,4,83,0,2,Personal Auto,Personal L3,Offer1,Branch,109.69048,Four-Door Car,Medsize
XY48850,Nevada,5158.648497,No,Basic,High School or Below,4/2/2011,Unemployed,F,0,Suburban,Single,74,24,98,0,5,Personal Auto,Personal L1,Offer2,Agent,588.936956,Two-Door Car,Medsize
YA11342,California,7672.681366,No,Premium,High School or Below,4/2/2011,Unemployed,M,0,Suburban,Married,103,17,56,0,4,Personal Auto,Personal L3,Offer3,Branch,518.720216,Four-Door Car,Medsize
TD14365,California,8163.890428,No,Extended,Bachelor,6/2/2011,Unemployed,M,0,Suburban,Single,85,9,37,3,2,Corporate Auto,Corporate L2,Offer1,Branch,790.784983,Four-Door Car,Medsize
MS59254,Washington,11360.46496,No,Premium,High School or Below,1/27/11,Unemployed,M,0,Suburban,Married,104,29,7,0,2,Corporate Auto,Corporate L1,Offer2,Branch,773.346065,Two-Door Car,Small
KC11055,Nevada,16936.27147,No,Extended,Bachelor,1/24/11,Employed,F,39411,Suburban,Married,217,4,29,2,4,Personal Auto,Personal L3,Offer3,Branch,1122.658899,Luxury Car,Medsize
DD44177,California,2395.57,Yes,Basic,Doctor,1/27/11,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize
OA92714,California,5055.902381,No,Basic,Bachelor,10/1/2011,Employed,F,88989,Urban,Married,63,19,28,1,3,Personal Auto,Personal L3,Offer3,Call Center,232.745161,Four-Door Car,Small
ZC24631,Oregon,13917.37715,No,Extended,College,1/13/11,Employed,M,67267,Rural,Single,89,31,10,0,2,Corporate Auto,Corporate L3,Offer3,Call Center,94.814032,Four-Door Car,Medsize
SB24397,California,7519.133631,Yes,Extended,High School or Below,2/20/11,Employed,M,96306,Rural,Divorced,95,12,17,1,6,Personal Auto,Personal L3,Offer1,Agent,185.355353,Four-Door Car,Medsize
QK90365,Oregon,16301.9676,Yes,Extended,Master,2/17/11,Retired,F,19614,Suburban,Married,85,21,32,0,2,Personal Auto,Personal L3,Offer2,Agent,574.024018,Two-Door Car,Medsize
NT97069,Washington,2533.740057,No,Basic,Bachelor,2/21/11,Employed,M,53988,Urban,Married,64,10,17,0,1,Personal Auto,Personal L1,Offer4,Agent,206.82346,Two-Door Car,Medsize
NG82219,Oregon,2582.408525,Yes,Basic,Bachelor,2/14/11,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize
RC44077,California,2810.464447,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L3,Offer2,Agent,340.8,Two-Door Car,Medsize
